#ZSP	IVOO	VIOO	ZCN	VEE	VIU	ZAG	VBG	VBU	HEP
39.16	132.490005	153.339996	20.709999	29.610001	26.559999	15.05	26.33	23.83	21.35
39.669998	132.460007	153.210007	20.85	30.33	26.639999	15.06	26.360001	23.83	21.15
39.389999	131.770004	152.710007	20.82	29.950001	26.58	15.04	26.34	23.809999	21.450001
40.02	128.320007	148.350006	21.030001	30.540001	26.860001	15.05	26.389999	23.809999	21.360001
40.23	125.690002	145.369995	20.969999	30.280001	26.860001	15.05	26.4	23.799999	21.290001
39.830002	125.919998	144.880005	20.790001	29.639999	26.49	15.05	26.42	23.799999	21.290001
39.93	126.5	145.679993	20.889999	29.99	26.719999	15.04	26.389999	23.76	21.450001
39.759998	129.169998	149.649994	20.82	30.33	26.620001	15.04	26.43	23.76	21.35
39.450001	128.850006	148.940002	20.629999	29.99	26.360001	15.07	26.459999	23.77	21.4
38.150002	126.940002	146.080002	20.139999	29.040001	25.49	15.06	26.48	23.82	21.200001
38.900002	126.129997	144.639999	20.17	29.6	25.860001	15.05	26.48	23.82	20.120001
38.169998	125.489998	144.539993	20.110001	29.440001	25.700001	15.12	26.6	23.870001	20.75
38.16	124.199997	143.360001	19.92	28.99	25.700001	15.07	26.530001	23.84	20.43
38.709999	120.410004	138.289993	20.129999	29.5	25.92	15.03	26.5	23.799999	20.360001
39.27	122.209999	141.270004	20.309999	29.950001	26.290001	14.98	26.5	23.76	20.200001
39.439999	120.900002	140.009995	20.48	30.870001	26.49	15.01	26.49	23.75	20.92
39.25	120.370003	139.770004	20.450001	30.99	26.52	14.95	26.440001	23.65	20.780001
39.48	122.559998	142.820007	20.57	31.139999	26.549999	14.98	26.459999	23.68	20.889999
39.650002	122.940002	142.710007	20.68	31.08	26.76	14.97	26.450001	23.66	20.74
40.619999	125.339996	145.470001	20.799999	31.610001	27.02	15	26.440001	23.690001	20.49
40.639999	125.5	146.270004	20.76	30.950001	26.83	14.99	26.41	23.66	20.549999
40.5	126.029999	146.529999	20.66	30.540001	26.700001	15.05	26.450001	23.690001	20.280001
39.720001	126.839996	147.300003	20.5	30.209999	26.299999	15	26.49	23.75	19.950001
39.700001	128.669998	149.070007	20.459999	30.559999	26.459999	15.04	26.469999	23.73	19.799999
39.360001	128.229996	148.75	20.48	30.75	26.41	15.07	26.49	23.75	20.1
39.59	126.989998	146.25	20.52	31.27	26.459999	15.09	26.5	23.709999	20
39.619999	124.82	143.5	20.52	31.35	26.41	15.12	26.530001	23.809999	20.57
39.040001	124.93	143.369995	20.41	30.950001	26.219999	15.12	26.530001	23.799999	20.5
38.73	124.129997	142.25	20.120001	30.629999	26.030001	15.11	26.49	23.780001	20.6
38.709999	125.610001	144.070007	20.440001	31.07	26.280001	15.11	26.5	23.799999	20.959999
38.52	125.739998	144.570007	20.450001	30.93	26.110001	15.08	26.5	23.82	20.98
38.34	124.080002	142.160004	20.309999	30.65	26.219999	15.11	26.610001	23.93	20.549999
39.060001	121.980003	139.559998	20.33	30.959999	26.530001	15.09	26.530001	23.780001	20.57
39.27	123.220001	140.830002	20.26	31.26	26.48	15.12	26.549999	23.82	20.01
40.09	123.019997	140.860001	20.540001	31.9	26.85	15.08	26.530001	23.809999	20.52
40.07	124.620003	142.330002	20.59	31.719999	26.690001	15.08	26.540001	23.82	20.389999
40.389999	123.610001	141.139999	20.610001	31.719999	26.65	15.09	26.559999	23.83	20.17
40.619999	126.099998	144.479996	20.690001	32.130001	26.77	15.13	26.59	23.82	20.540001
39.48	125.970001	143.850006	20.42	31.629999	26.139999	15.19	26.65	23.879999	20.83
40	126.730003	144.940002	20.57	32.330002	26.549999	15.21	26.950001	24.120001	20.870001
39.77	127.849998	145.809998	20.27	31.66	26.33	15.22	26.67	23.93	21.1
38.709999	123.290001	139.259995	20.1	30.92	25.76	15.23	26.67	23.98	21.5
39.02	122.639999	138.610001	19.99	30.799999	25.84	15.24	26.700001	23.98	21.5
39.029999	120.290001	136.270004	19.93	31.07	25.74	15.22	26.715	23.98	21.51
39.080002	119.559998	135.259995	20.07	31.440001	26.16	15.2	26.68	23.99	21.9
39.040001	119.059998	135.169998	20.030001	31.5	26.139999	15.15	26.68	23.98	22.059999
38.380001	119.93	136.429993	19.83	31.17	25.780001	15.19	26.700001	24.02	21.75
37.669998	118.260002	132.770004	19.5	30.879999	25.6	15.22	26.700001	24.040001	22.1
37.889999	116.580002	130.699997	19.59	31.200001	25.74	15.28	26.76	24.08	22.700001
37.389999	114	127.669998	19.4	30.709999	25.540001	15.33	26.83	24.139999	21.77
36.630001	114.010002	127.830002	19.219999	30.969999	25.450001	15.3	26.799999	24.110001	22.620001
36.290001	112.059998	125.139999	19.02	30.879999	25.26	15.26	26.74	24.1	22.27
35.349998	110.5	123.239998	18.75	30.610001	25.01	15.3	26.629999	24.120001	22.99
37.150002	108.370003	120.519997	19.08	31.209999	25.58	15.27	26.76	24.120001	23.08
37.349998	105.389999	118.220001	19.200001	31.379999	25.73	15.27	26.299999	24.15	22.790001
37.549999	110.309998	123.709999	19.32	31.290001	25.77	15.3	26.27	24.17	23.08
37.43	110.849998	124.419998	19.34	31.299999	25.65	15.33	26.32	24.200001	23.02
36.220001	110.82	125.150002	19.17	30.58	25.120001	15.39	26.379999	24.34	23.25
37.259998	111.860001	125.760002	19.49	31.370001	25.82	15.33	26.280001	24.23	22.99
37.279999	111.580002	126.330002	19.58	31.139999	25.690001	15.32	26.25	24.190001	22.59
37.560001	109.760002	124.089996	19.709999	31.280001	25.75	15.31	26.209999	24.17	22.6
37.540001	113.330002	128.360001	19.99	31.6	25.950001	15.3	26.309999	24.27	22.84
37.790001	114.529999	130.229996	20.110001	31.889999	26.049999	15.3	26.24	24.15	22.629999
37.84	116.550003	132.089996	20.17	31.77	26.030001	15.31	26.25	24.200001	22.780001
37.700001	117.629997	133.440002	20.219999	31.559999	25.889999	15.32	26.26	24.18	22.68
38.060001	118.589996	133.990005	20.33	31.700001	26.030001	15.3	26.290001	24.18	22.309999
38.110001	118.730003	134.289993	20.4	32.049999	26.110001	15.3	26.32	24.16	22.4
38.439999	118.139999	133.139999	20.530001	32.240002	26.18	15.29	26.33	24.15	22.5
38.959999	118.709999	133.940002	20.67	32.400002	26.450001	15.28	26.309999	24.139999	22.02
38.950001	119.580002	135.050003	20.690001	32.419998	26.4	15.31	26.52	24.440001	22.17
38.650002	120.739998	136.369995	20.549999	32.02	26.18	15.35	26.35	24.200001	22.190001
38.68	122.349998	137.720001	20.540001	32.310001	26.309999	15.35	26.4	24.200001	22.48
38.790001	120.510002	135.419998	20.65	32.650002	26.360001	15.37	26.459999	24.25	22.59
38.709999	120.400002	135.160004	20.74	32.630001	26.469999	15.37	26.450001	24.209999	23.110001
38.450001	121.160004	135.940002	20.780001	32.349998	26.35	15.37	26.440001	24.24	23.42
38.509998	122.43	137.509995	20.93	32.459999	26.5	15.34	26.469999	24.27	23.9
38.75	122.279999	136.529999	20.940001	32.700001	26.57	15.36	26.540001	24.33	23.84
39.099998	122.32	136.669998	21.030001	33.040001	26.559999	15.42	26.52	24.389999	24.290001
38.939999	123.07	138.039993	20.98	32.66	26.389999	15.37	26.5	24.280001	24.129999
39.25	123.589996	139.119995	21.1	32.799999	26.469999	15.39	26.49	24.26	24.1
39.490002	123.919998	139.029999	21.23	33.220001	26.74	15.4	26.52	24.299999	24.299999
39.66	125.129997	140.740005	21.25	32.970001	26.780001	15.42	26.530001	24.290001	24.23
39.57	125.690002	140.970001	21.24	32.91	26.559999	15.46	26.540001	24.32	24.1
39.490002	125.5	140.699997	21.15	32.73	26.43	15.46	26.57	24.360001	24.4
39.669998	124.940002	139.399994	21.07	32.630001	26.48	15.43	26.540001	24.33	24.129999
39.970001	124.849998	139.279999	21.16	32.77	26.66	15.44	26.540001	24.35	23.969999
40.119999	125.660004	140.600006	21.15	32.580002	26.68	15.42	26.530001	24.32	24.1
40.16	126.989998	142.419998	21.26	32.73	26.780001	15.47	26.59	24.370001	24.23
40.450001	127.589996	143	21.450001	32.529999	27.049999	15.49	26.59	24.35	24.370001
40.419998	127.550003	143.259995	21.57	32.799999	27.1	15.49	26.59	24.370001	25
40.380001	129.070007	145.419998	21.709999	32.889999	27.139999	15.49	26.59	24.379999	25.049999
40.389999	129.240005	146.160004	21.67	32.91	27.110001	15.48	26.58	24.32	25.15
40.419998	129.770004	147.300003	21.68	33.119999	27.09	15.48	26.6	24.379999	25.15
40.630001	129.429993	146.580002	21.74	33.66	27.200001	15.5	26.6	24.370001	24.959999
40.560001	130.380005	147.190002	21.77	33.509998	27.360001	15.49	26.620001	24.389999	24.879999
40.450001	130.410004	146.869995	21.780001	33.200001	27.200001	15.46	26.59	24.35	24.440001
40.369999	129.309998	145.520004	21.690001	32.970001	27.16	15.44	26.530001	24.33	24.32
41.080002	129.429993	145.580002	21.780001	33.330002	27.540001	15.44	26.5	24.190001	24.07
40.900002	128.910004	145.199997	21.75	33.5	27.48	15.47	26.530001	24.254999	23.9
41.049999	129.860001	146.070007	21.809999	34	27.57	15.48	26.559999	24.27	24.16
41.02	129.220001	144.5	21.82	34.029999	27.690001	15.54	26.639999	24.280001	23.91
40.779999	128.779999	143.850006	21.77	33.52	27.379999	15.6	26.73	24.379999	24.15
40.529999	126.959999	141.110001	21.690001	33.18	27.190001	15.57	26.75	24.370001	24.59
41.099998	125.879997	139.529999	21.860001	33.84	27.469999	15.6	26.709999	24.370001	24.379999
41.080002	125.57	139.389999	21.889999	33.869999	27.379999	15.63	26.73	24.43	24.799999
41.18	127.190002	141.679993	21.92	33.75	27.469999	15.62	26.75	24.41	24.889999
41.25	127.43	141.460007	21.85	33.689999	27.5	15.61	26.719999	24.379999	24.4
41.509998	128	141.960007	21.91	34.16	27.85	15.66	26.74	24.41	24.389999
41.66	127.779999	141.259995	22.049999	34.57	27.940001	15.67	26.780001	24.42	24.219999
41.57	127.940002	141.339996	21.99	34.470001	27.860001	15.67	26.790001	24.4	24.33
41.380001	128.889999	142.580002	21.959999	34.459999	27.870001	15.72	26.82	24.52	24.59
42.080002	128.279999	141.470001	22.08	34.700001	28.1	15.72	26.870001	24.530001	24.889999
41.490002	127.190002	140.5	21.85	33.830002	27.59	15.81	26.969999	24.629999	25.1
41.380001	128.919998	142.210007	21.83	33.790001	27.6	15.85	26.969999	24.700001	25.450001
41.610001	125.190002	137.089996	21.950001	33.810001	27.76	15.85	26.98	24.690001	25.469999
41.299999	125.230003	137.669998	21.75	33.580002	27.73	15.84	27.02	24.74	25.33
41.59	126.449997	138.990005	21.82	33.900002	27.75	15.81	27.01	24.76	24.700001
41.619999	126.330002	138.970001	21.75	34.110001	27.5	15.75	27	24.719999	24.530001
41.950001	127.449997	140.220001	21.91	34.549999	27.870001	15.69	26.879999	24.59	23.969999
42.040001	127.870003	140.360001	21.959999	34.48	27.940001	15.71	26.92	24.58	24.280001
42.130001	129.619995	142.130005	21.969999	34.68	28.15	15.69	26.879999	24.559999	24.32
42.259998	129.130005	141.440002	22.02	34.919998	28.139999	15.71	26.870001	24.59	24.700001
42.540001	129.860001	142.020004	22.129999	35.27	28.26	15.71	26.879999	24.59	24.77
42.349998	130.429993	143.080002	22.15	35.060001	28.129999	15.67	26.889999	24.57	24.870001
42.150002	131.440002	144.449997	22.07	35.07	27.950001	15.66	26.9	24.6	24.84
42.299999	131.429993	144.220001	22.16	35.209999	28.07	15.69	26.950001	24.66	24.75
42.459999	129.990005	142.470001	22.18	34.93	28.07	15.66	26.940001	24.6	24.290001
42.59	131.229996	144.639999	22.27	35.02	28.200001	15.62	26.879999	24.57	24.25
42.709999	131.570007	144.320007	22.309999	34.959999	28.34	15.65	26.85	24.559999	24.48
42.700001	132.570007	145.020004	22.309999	35.189999	28.33	15.62	26.84	24.530001	24.07
42.560001	132.339996	144.410004	22.360001	35.240002	28.389999	15.61	26.799999	24.530001	23.709999
42.77	132.490005	145.009995	22.440001	35.41	28.459999	15.65	26.889999	24.549999	23.67
42.689999	131.5	144.300003	22.41	35.119999	28.309999	15.62	26.85	24.530001	23.290001
43.349998	131.809998	143.869995	22.530001	35.41	28.58	15.66	26.889999	24.57	23.1
43.43	131.360001	143.130005	22.440001	35.16	28.459999	15.74	26.940001	24.620001	23.469999
43.41	132.960007	145.190002	22.43	35.09	28.389999	15.73	26.92	24.610001	23.299999
43.52	133.410004	145.610001	22.469999	35.150002	28.469999	15.71	26.950001	24.68	23.9
43.529999	131.899994	144.119995	22.459999	35.09	28.49	15.68	26.950001	24.629999	23.18
43.380001	133.149994	145.399994	22.440001	34.970001	28.5	15.7	26.950001	24.639999	23.33
43.25	133.270004	146.130005	22.32	34.889999	28.48	15.72	26.99	24.559999	22.93
43.200001	133.009995	145.720001	22.200001	34.990002	28.41	15.63	26.940001	24.5	22.559999
43.5	131.449997	144.440002	22.32	35.330002	28.610001	15.66	26.940001	24.540001	22.67
43.34	131.779999	144.869995	22.32	34.59	28.34	15.68	26.93	24.559999	22.66
42.75	133.75	147.990005	22.139999	34.049999	27.879999	15.74	26.969999	24.610001	23.02
42.77	133.440002	147.899994	22.200001	33.990002	27.940001	15.72	26.969999	24.59	23.02
42.549999	130.880005	145.25	22.1	33.470001	27.74	15.74	26.969999	24.6	23
42.549999	130.470001	144.259995	22.059999	33.599998	27.75	15.71	26.959999	24.629999	22.57
41.720001	130.100006	143.929993	21.91	32.630001	27.25	15.77	26.969999	24.66	23.23
42.029999	130.5	144.309998	22.049999	33.049999	27.5	15.75	27	24.67	23.040001
42.209999	126.760002	139.869995	22.120001	33.049999	27.59	15.78	27.059999	24.709999	23
42.639999	128.009995	141.300003	22.27	33.049999	27.809999	15.78	27.07	24.690001	22.67
42.389999	128.320007	141.529999	22.219999	32.470001	27.57	15.78	27.08	24.67	22.549999
42.290001	129.119995	141.979996	22.25	32.580002	27.58	15.71	27.02	24.620001	22.719999
42.27	127.599998	139.779999	22.129999	32.549999	27.5	15.73	27.049999	24.66	22.34
41.889999	126.790001	138.940002	21.889999	32.200001	27.280001	15.81	27.1	24.780001	22.5
41.880001	128.330002	140.559998	22	32.16	27.549999	15.84	27.129999	24.75	22.610001
41.889999	127.370003	139.259995	22.15	32.330002	27.639999	15.87	27.219999	24.860001	22.51
41.68	125.269997	136.070007	22.08	32.439999	27.42	15.89	27.18	24.799999	22.379999
41.48	125.870003	137.289993	21.85	32.75	27.219999	15.85	27.200001	24.82	22.559999
41.52	124.589996	136.389999	21.82	32.860001	27.290001	15.86	27.23	24.870001	22.780001
41.02	123.809998	135.339996	21.74	33.02	27.200001	15.91	27.280001	24.98	23.74
40.700001	123.550003	134.830002	21.719999	33.040001	27.16	15.98	27.26	25.01	24.370001
41.389999	122.279999	133.029999	21.92	32.93	27.370001	15.96	27.299999	24.969999	24.469999
41.810001	123.099998	133.740005	21.98	32.759998	27.450001	15.98	27.33	24.93	24.58
41.91	126.330002	137.440002	22.030001	32.610001	27.440001	15.96	27.34	24.93	24.77
42.07	126.699997	137.119995	22.030001	32.650002	27.59	15.98	27.42	24.99	24.59
42.25	127.230003	136.699997	22.02	32.900002	27.6	15.94	27.370001	24.969999	24.18
42.279999	127.849998	137.649994	22.049999	33.290001	27.799999	15.92	27.4	24.959999	24.389999
42.34	128.580002	138.669998	22.059999	33.080002	27.690001	15.95	27.41	24.98	24.68
42.529999	128.729996	138.369995	22.040001	33.029999	27.690001	16	27.42	25.030001	24.860001
42.759998	128.529999	137.979996	22.15	32.900002	27.709999	16.02	27.48	25.01	24.959999
42.73	129.399994	139.679993	22.219999	32.77	27.639999	16.030001	27.469999	25.01	25.07
43.07	128.490005	138.320007	22.42	33.450001	27.950001	16.049999	27.59	25.08	25.32
42.900002	128.570007	138.490005	22.440001	33.459999	27.969999	16.059999	27.59	25.16	25.43
43.029999	129.979996	140.190002	22.52	33.740002	28.030001	16.07	27.66	25.215	26.129999
42.98	130.350006	140.649994	22.459999	33.619999	27.959999	16.040001	27.6	25.120001	26.290001
42.849998	131.309998	141.630005	22.450001	33.560001	27.93	16.059999	27.639999	25.17	26.93
42.419998	130.419998	140.490005	22.26	33.169998	27.780001	16.07	27.639999	25.17	26.6
42.040001	129.389999	138.899994	22.02	33.369999	27.700001	15.97	27.59	25.110001	26.620001
42.139999	128.690002	138.190002	22.040001	33.540001	27.75	16.01	27.620001	25.209999	26.35
42.330002	128.559998	138.309998	22.1	33.43	27.459999	16.040001	27.66	25.23	26.379999
42.849998	129.630005	141.009995	22.25	33.950001	27.65	16.030001	27.68	25.18	26.549999
43.110001	131.270004	142.880005	22.4	33.82	27.82	16.059999	27.98	25.440001	26.41
43.18	131.600006	143.199997	22.43	33.939999	27.85	16.049999	27.860001	25.219999	26.6
42.990002	131.229996	142.220001	22.35	33.619999	27.559999	15.94	27.75	25.120001	26.43
42.869999	132.440002	143.110001	22.280001	33.57	27.440001	15.93	27.780001	25.15	26.4
43.02	132.539993	143.679993	22.379999	33.580002	27.32	15.94	27.719999	25.110001	26.559999
43.060001	131.289993	142.270004	22.4	33.689999	27.370001	15.94	27.700001	25.120001	26.950001
43.080002	131.360001	142.009995	22.360001	33.540001	27.34	15.9	27.629999	25.049999	26.790001
43.209999	131.199997	142.300003	22.290001	33.490002	27.299999	15.91	27.59	25.059999	26.98
43.27	130.960007	141.669998	22.33	33.689999	27.32	15.93	27.68	25.08	27.1
43.209999	132.330002	143	22.309999	33.689999	27.360001	15.92	27.67	25.059999	27.08
42.869999	131.559998	141.990005	22.299999	33.529999	27.190001	15.99	27.76	25.129999	27.799999
42.91	131.669998	142.190002	22.32	33.700001	27.25	16.01	27.799999	25.16	28.6
42.790001	130.660004	141.100006	22.299999	33.529999	27.27	16.01	27.799999	25.15	28.58
43.060001	131.139999	141.490005	22.34	33.639999	27.4	16.040001	27.790001	25.16	28.809999
43.450001	130.710007	141.059998	22.41	33.73	27.58	16.030001	27.83	25.139999	28.620001
43.66	130.589996	140.740005	22.49	33.84	27.66	16.07	27.889999	25.17	28.85
43.5	132.020004	142.029999	22.309999	33.650002	27.41	16.059999	27.860001	25.139999	28.469999
43.849998	133.889999	144.429993	22.370001	33.75	27.51	16.049999	27.889999	25.16	28.360001
43.740002	132.589996	143.070007	22.309999	33.700001	27.469999	16	27.889999	25.16	28.700001
43.580002	133.850006	144.559998	22.27	33.380001	27.139999	15.98	27.9	25.139999	28.59
43.34	133.259995	143.690002	22.219999	33.16	27.120001	16	27.940001	25.17	27.41
42.98	134.119995	145.259995	22.18	32.48	26.91	16.07	27.98	25.299999	28.799999
42.639999	132.610001	144.509995	22.049999	32.209999	26.77	16.129999	28.049999	25.32	28.790001
42.119999	130.589996	142.160004	21.870001	31.75	26.41	16.24	28.110001	25.51	29.49
42.27	129.169998	140.740005	22.030001	31.969999	26.59	16.27	28.25	25.530001	29.9
42.779999	125.610001	136.869995	22.219999	32.189999	26.700001	16.26	28.139999	25.530001	30.01
42.470001	127.120003	138.229996	22.139999	31.809999	26.459999	16.219999	28.190001	25.49	29.950001
42.07	127.43	138.600006	22	31.52	26.219999	16.290001	28.190001	25.58	29.879999
42.610001	130.070007	141.5	22.129999	31.85	26.48	16.27	28.27	25.559999	29.25
41.700001	128.360001	139.789993	21.75	31.23	25.83	16.35	28.34	25.66	29.530001
41.82	126.43	138.199997	21.700001	31.42	26	16.43	28.5	25.77	29.73
42.310001	127.879997	139.600006	21.860001	31.700001	26.25	16.379999	28.450001	25.709999	29.52
42.98	124.220001	135.520004	22.120001	31.969999	26.52	16.33	28.360001	25.66	29.5
42.580002	123.93	135.110001	21.98	31.959999	26.41	16.33	28.41	25.709999	30.120001
42.849998	126.610001	138.160004	22.110001	32.169998	26.540001	16.26	28.370001	25.719999	30.110001
42.869999	127.82	139.600006	22.040001	31.83	26.540001	16.18	28.33	25.66	29.959999
41.709999	126.709999	138.309998	21.700001	31.360001	26.129999	16.280001	28.370001	25.76	30.790001
42.009998	127.510002	139.410004	21.799999	31.459999	26.309999	16.25	28.4	25.719999	30.719999
42.07	127.629997	138.990005	21.950001	31.629999	26.4	16.35	28.43	25.809999	31.66
42.360001	124.169998	134.699997	22.07	31.719999	26.389999	16.32	28.52	25.85	31.629999
42.860001	125.209999	136.190002	22.23	32.040001	26.58	16.299999	28.49	25.82	30.799999
42.939999	123.779999	134.350006	22.33	32.310001	26.700001	16.290001	28.469999	25.790001	30.959999
42.75	124.940002	136.039993	22.26	32.189999	26.709999	16.309999	28.549999	25.780001	31.4
42.860001	126.75	138.320007	22.33	32.450001	26.870001	16.309999	28.440001	25.83	31.58
43.450001	127.209999	138.020004	22.51	32.720001	27.049999	16.17	28.32	25.709999	30.48
43.290001	125.519997	136.100006	22.450001	32.700001	27.030001	16.15	28.370001	25.74	29.860001
43.259998	127.150002	137.380005	22.41	32.75	27.040001	16.09	28.27	25.610001	29.25
43.189999	129.350006	140.160004	22.450001	32.689999	27.030001	16	28.18	25.49	28.959999
43.669998	129.259995	139.860001	22.559999	33.09	27.360001	15.99	28.17	25.48	29.129999
43.880001	130.300003	141.899994	22.620001	33.360001	27.530001	15.95	28.18	25.43	28.700001
44.080002	131.100006	143.649994	22.690001	33.66	27.790001	15.9	27.99	25.280001	28.17
43.84	132.880005	146.600006	22.77	33.32	27.51	15.96	28.08	25.35	28.49
43.919998	132.75	146.619995	22.889999	33.34	27.639999	16	28.115	25.379999	29.43
44.049999	132.880005	146.800003	22.85	33.240002	27.68	16.040001	28.190001	25.41	29
44.009998	133.149994	147.330002	22.93	33.029999	27.719999	16.059999	28.190001	25.459999	29.34
43.849998	132.529999	146.949997	22.969999	33.139999	27.68	16.110001	28.209999	25.530001	29.809999
43.779999	132.210007	146.020004	22.93	33.130001	27.540001	16.129999	28.35	25.549999	30.200001
43.360001	131.949997	145.380005	22.84	32.380001	27.41	16.209999	28.35	25.639999	30.42
43.709999	131.539993	144.660004	22.82	32.439999	27.440001	16.1	28.34	25.530001	29.629999
43.459999	131.850006	144.850006	22.67	32.439999	27.530001	16.09	28.34	25.57	29.35
43.09	130.330002	143.119995	22.530001	31.950001	27.32	16.09	28.33	25.57	28.4
43.41	131.869995	144.919998	22.549999	32.09	27.27	16.1	28.32	25.59	27.65
42.759998	130.5	143.339996	22.24	31.790001	27	16.09	28.280001	25.58	27.83
42.290001	129.619995	142.529999	22.040001	31.860001	26.620001	16.15	28.26	25.65	28.27
42.68	130.509995	142.630005	22.129999	32.259998	26.85	16.209999	28.35	25.74	28.219999
43.23	128.100006	139.820007	22.23	32.380001	27.110001	16.24	28.360001	25.780001	28.67
43.049999	126.440002	138.470001	22.219999	32.16	27.030001	16.190001	28.27	25.700001	28.559999
42.439999	127.18	138.779999	22.040001	31.91	26.73	16.18	28.33	25.73	29.040001
42.82	128.320007	140.130005	22.17	32.16	27.049999	16.139999	28.290001	25.66	28.860001
42.990002	127.870003	139.820007	22.23	32.419998	27.049999	16.040001	28.17	25.58	28.809999
43.16	125.550003	137.509995	22.209999	32.650002	27.389999	15.97	28.110001	25.48	27.65
43.549999	126.360001	138.070007	22.219999	32.77	27.610001	15.92	28.07	25.469999	27.129999
43.439999	127.080002	138.309998	22.200001	32.880001	27.66	15.92	28.07	25.52	27.42
43.360001	129.199997	140.960007	22.23	32.799999	27.620001	15.92	28.07	25.52	27.91
43.139999	128.770004	140.470001	22.16	32.66	27.540001	15.95	28.030001	25.52	28
43.279999	129.710007	141.889999	22.23	32.799999	27.639999	15.94	28	25.469999	27.32
43.189999	129.619995	142.380005	22.18	32.799999	27.559999	15.97	28.059999	25.51	27.26
43.200001	130.740005	143.880005	22.110001	32.799999	27.719999	15.98	28.08	25.530001	27.48
43.32	130.600006	143.139999	22.139999	32.82	27.700001	15.96	28.110001	25.52	28.27
43.459999	131.399994	144.419998	22.209999	32.959999	27.700001	15.94	28.030001	25.48	28.540001
43.669998	131.300003	144.779999	22.190001	33.169998	27.809999	15.83	27.98	25.41	27.98
43.790001	131.509995	145.259995	22.23	33.09	27.879999	15.82	27.98	25.43	28.15
44.119999	131.550003	144.910004	22.33	33.389999	28.190001	15.96	28.059999	25.49	28.25
44.07	132.210007	145.899994	22.309999	33.060001	28.049999	16.01	28.15	25.629999	29.120001
44.34	133	147.199997	22.450001	33.57	28.27	15.99	28.059999	25.549999	28.719999
44.580002	133.229996	147.660004	22.58	33.880001	28.5	15.91	28.01	25.5	28.379999
44.560001	132.889999	147.059998	22.6	34.02	28.459999	15.84	27.950001	25.379999	27.959999
44.639999	131.940002	145.449997	22.68	34.029999	28.52	15.91	27.940001	25.459999	28.27
44.759998	133.919998	147.679993	22.76	34.220001	28.620001	15.85	27.83	25.34	27.49
45.060001	134.639999	149.119995	22.860001	34.060001	28.639999	15.89	27.83	25.299999	27.4
44.939999	134.929993	149.210007	22.870001	33.869999	28.620001	15.89	27.84	25.32	27.5
45.099998	134.339996	148.5	22.9	33.66	28.66	15.87	27.799999	25.33	27.639999
45.169998	134.570007	148.759995	22.99	33.490002	28.57	15.93	27.9	25.389999	28.129999
45.200001	134.919998	149.089996	23.01	33.43	28.49	16.01	27.950001	25.450001	28.219999
45.450001	134.589996	148.619995	23.08	33.630001	28.690001	16.02	27.940001	25.42	28.290001
45.439999	134.470001	148.649994	23.08	33.560001	28.68	16.02	27.92	25.450001	28.65
45.66	134.190002	147.669998	23.07	33.82	28.74	16.07	27.940001	25.5	28.799999
45.560001	134.529999	147.419998	23.059999	33.799999	28.620001	16.110001	27.98	25.57	29
45.459999	135.130005	148.110001	23.049999	33.75	28.530001	16.059999	27.940001	25.52	28.700001
45.57	134.929993	147.619995	23.01	33.75	28.620001	16.07	27.99	25.540001	28.5
45.950001	135.270004	147.919998	23.1	34.07	28.85	16.07	27.98	25.559999	28.059999
45.970001	134.820007	147.039993	23.120001	33.900002	28.82	16.110001	28.02	25.58	28.33
46.200001	133.820007	146.320007	23.190001	33.98	28.92	16.040001	28.030001	25.57	28.299999
46.23	134.199997	146.690002	23.23	33.900002	28.85	16.049999	28	25.690001	28.41
46.060001	135.839996	150.25	23.15	33.66	28.639999	16.059999	28.18	25.709999	28.77
45.68	136.389999	150.169998	23.059999	33.619999	28.540001	16	27.9	25.440001	28.9
45.380001	137.279999	150.820007	22.950001	33.470001	28.49	16.07	27.99	25.58	29.299999
45.299999	135.910004	149.929993	22.950001	33.540001	28.530001	15.98	27.950001	25.540001	28.950001
45.32	134.910004	148.130005	22.889999	33.669998	28.440001	15.91	27.870001	25.51	29.17
46	134.139999	147.520004	23.1	34.029999	28.889999	15.94	27.889999	25.48	28.52
45.779999	135.25	148.75	23.030001	33.790001	28.655001	15.91	27.91	25.48	28.4
45.75	135.460007	149.139999	23.030001	33.889999	28.68	15.91	27.92	25.469999	28.5
45.650002	136.820007	151.339996	23.02	34.18	28.75	15.93	27.940001	25.540001	29.17
46.060001	136.169998	150.839996	23.059999	34.669998	28.940001	15.85	27.9	25.43	29.120001
46.150002	136.070007	150.899994	23.110001	34.669998	29.16	15.94	27.940001	25.540001	29.469999
46.34	136.339996	150.910004	23.200001	34.849998	29.4	15.92	27.940001	25.469999	28.99
46.360001	137.830002	152.550003	23.219999	35.139999	29.33	15.92	27.940001	25.469999	28.799999
46.18	137.029999	151.389999	23.16	35.18	29.110001	15.89	27.9	25.440001	28.92
46.43	137.229996	150.220001	23.209999	35.25	29.190001	15.93	27.879999	25.459999	28.99
46.759998	137.720001	151.389999	23.280001	35.34	29.290001	15.98	27.889999	25.459999	28.559999
46.790001	137.75	151.809998	23.299999	35.299999	29.290001	15.96	27.790001	25.42	29.35
46.810001	138.320007	152.289993	23.34	35.330002	29.299999	15.97	27.82	25.43	30.200001
46.529999	139.100006	152.25	23.120001	35.389999	29.33	15.95	27.84	25.6	30.17
46.200001	138.979996	152.25	23.059999	34.889999	28.91	15.9	27.26	25.51	30.58
