#ZSP	IVOO	VIOO	ZCN	VEE	VIU	ZAG	VBG	VBU	HEP
34.080002	119.779999	130.419998	20.48	32.110001	26.690001	15.65	26.6	25.15	24.200001
34.009998	119.459999	129.809998	20.42	32.139999	26.6	15.63	26.58	25.129999	23.77
34.09	119.669998	129.759995	20.52	32.099998	26.6	15.52	26.549999	25.02	23.85
33.919998	120.730003	130.970001	20.49	32.189999	26.620001	15.51	26.610001	25.07	24.440001
34.200001	119.589996	130.139999	20.5	32.32	26.82	15.46	26.6	25.059999	24.42
33.849998	119.290001	129.350006	20.42	32.110001	26.530001	15.43	26.6	25.110001	24.58
33.919998	118.660004	129.289993	20.469999	32.25	26.65	15.41	26.6	25.110001	24.610001
34.16	118.610001	129.050003	20.540001	32.549999	26.959999	15.51	26.620001	25.1	24.76
34.279999	118.790001	129.460007	20.610001	32.700001	27.08	15.56	26.620001	25.08	24.700001
34.25	117.989998	127.730003	20.51	32.650002	27.07	15.6	26.67	25.15	24.48
34.490002	117.650002	127.199997	20.59	32.889999	27.25	15.62	26.66	25.110001	24.09
34.52	117.970001	127.769997	20.59	33.150002	27.190001	15.55	26.68	25.08	24.02
34.599998	118.099998	127.809998	20.549999	33.040001	27.17	15.58	26.700001	25.1	24.52
34.220001	117.769997	127.379997	20.35	32.389999	26.9	15.62	26.700001	25.110001	25.15
34.119999	116.860001	126.18	20.309999	32.360001	26.75	15.63	26.780001	25.16	25.07
34.57	115.059998	124.25	20.43	32.75	27.02	15.6	26.719999	25.15	24.99
34.639999	115.239998	124.230003	20.41	32.779999	26.959999	15.58	26.700001	25.09	24.74
34.34	116.580002	126.089996	20.379999	32.91	26.959999	15.6	26.700001	25.139999	25.139999
33.970001	116	125.07	20.309999	32.540001	26.75	15.63	26.75	25.139999	25.139999
33.650002	116.300003	125.010002	20.200001	32.549999	26.620001	15.61	26.73	25.17	24.91
33.669998	114.269997	122.699997	20.209999	32.619999	26.620001	15.6	26.74	25.16	25.09
33.970001	114.059998	122.5	20.26	32.869999	26.73	15.57	26.719999	25.120001	24.889999
33.82	114.029999	122.379997	20.370001	32.98	26.709999	15.6	26.790001	25.209999	24.98
33.700001	115.080002	123.419998	20.4	33.02	26.58	15.59	26.76	25.15	25.08
33.630001	114.910004	123.120003	20.360001	33.189999	26.66	15.61	26.790001	25.209999	25.120001
33.68	114.690002	123.290001	20.35	33.18	26.690001	15.57	26.77	25.200001	25.879999
33.799999	115.370003	123.889999	20.4	33.209999	26.690001	15.58	26.790001	25.23	26.08
34.209999	115.139999	123.989998	20.48	33.5	26.82	15.6	26.77	25.23	26.040001
34.029999	115.07	123.949997	20.57	33.259998	26.709999	15.59	26.790001	25.27	26.280001
33.830002	115.790001	124.589996	20.559999	33.240002	26.530001	15.54	26.75	25.200001	26.25
33.580002	116.690002	125.68	20.42	32.970001	26.299999	15.58	26.75	25.280001	26.559999
33.279999	117.279999	126.790001	20.389999	32.779999	26.200001	15.48	26.790001	25.25	26.049999
32.990002	115.879997	125.5	20.34	32.66	26.190001	15.49	26.870001	25.290001	26.299999
33.02	116.010002	125.809998	20.290001	32.509998	26.25	15.44	26.83	25.299999	26.17
33.27	115.629997	125.470001	20.360001	32.77	26.370001	15.42	26.799999	25.17	25.48
33.549999	115.93	125.68	20.5	32.93	26.58	15.39	26.74	25.139999	25.66
33.59	117.339996	126.970001	20.48	32.75	26.440001	15.39	26.709999	25.15	25.1
33.59	118.050003	127.900002	20.559999	32.799999	26.530001	15.37	26.700001	25.129999	25.25
33.630001	118	128.389999	20.540001	33.009998	26.549999	15.37	26.65	25.17	25.15
34	117.980003	128.169998	20.65	33.32	26.83	15.37	26.65	25.110001	24.85
33.970001	118.410004	128.910004	20.74	33.240002	26.93	15.36	26.65	25.1	24.82
34.09	118.949997	129.940002	20.85	32.900002	26.85	15.35	26.610001	25.07	24.610001
34.07	118.910004	129.789993	20.940001	32.990002	26.799999	15.34	26.66	25.07	24.43
34.099998	119.25	130.220001	20.93	32.810001	26.870001	15.37	26.68	25.129999	24.629999
34.110001	119.040001	130.160004	21.030001	32.279999	26.76	15.4	26.719999	25.18	24.98
34.049999	119.389999	131.059998	20.959999	32.23	26.709999	15.38	26.700001	25.18	24.51
34.400002	119.620003	131.449997	21	32.360001	26.959999	15.32	26.65	25.049999	24.360001
34.330002	119.769997	132.100006	21.040001	32.27	27	15.32	26.620001	25.09	24.309999
34.549999	120.440002	134.850006	21.07	32.73	27.26	15.35	26.639999	25.09	24.219999
34.799999	120.699997	135.279999	21.16	32.790001	27.290001	15.31	26.620001	24.99	24.25
34.799999	120.82	135.600006	21.200001	33.209999	27.32	15.31	26.610001	25.049999	24.51
34.799999	121.940002	137.479996	21.209999	33.189999	27.25	15.32	26.6	25.07	24.67
35.279999	122.190002	137.850006	21.27	33.669998	27.440001	15.35	26.6	25.040001	24.719999
35.139999	122.190002	137.110001	21.200001	33.450001	27.315001	15.35	26.610001	24.98	24.870001
35.099998	122.550003	137.419998	21.26	33.580002	27.530001	15.35	26.66	25.030001	25.09
35.02	122.419998	137.25	21.299999	33.540001	27.530001	15.37	26.629999	25.059999	25.059999
34.98	122.07	136.399994	21.23	33.57	27.549999	15.39	26.67	25.07	25.01
35.07	122.410004	136.820007	21.309999	33.919998	27.68	15.43	26.68	25.09	25.1
35.25	122.529999	136.589996	21.309999	34	27.75	15.45	26.76	25.110001	24.82
35.279999	122.43	136.360001	21.33	33.84	27.690001	15.48	26.75	25.110001	24.790001
35.119999	122.449997	136.229996	21.290001	33.689999	27.6	15.46	26.74	25.030001	24.690001
35.169998	122.489998	136.130005	21.32	33.509998	27.629999	15.48	26.74	25.07	24.84
35.740002	122.279999	135.75	21.389999	33.990002	27.92	15.47	26.690001	25.02	24.73
35.689999	122.709999	136.690002	21.379999	33.779999	27.870001	15.49	26.73	25.02	24.790001
35.849998	122.82	136.330002	21.450001	33.939999	28.030001	15.47	26.65	25.01	24.549999
36.029999	123.5	137.139999	21.389999	34.18	28.23	15.49	26.66	24.969999	24.450001
36.240002	122.889999	136.350006	21.450001	34.220001	28.35	15.5	26.709999	24.940001	24.209999
36.43	123.309998	136.759995	21.52	34.509998	28.35	15.5	26.75	24.959999	24.49
36.32	122.580002	136.070007	21.6	34.209999	28.389999	15.54	26.82	25.059999	24.549999
36.580002	123.209999	136.720001	21.639999	34.599998	28.65	15.54	26.809999	25.030001	24.290001
36.52	123.809998	137.410004	21.639999	34.619999	28.700001	15.55	26.799999	25	24.360001
36.380001	122.910004	135.460007	21.620001	34.540001	28.59	15.57	26.82	25.030001	24.32
36.349998	123.550003	136.809998	21.629999	34.23	28.49	15.58	26.84	25.01	24.1
36.279999	123.239998	135.919998	21.73	34.439999	28.440001	15.62	26.84	25.049999	24.559999
36.419998	123.330002	135.979996	21.77	34.380001	28.41	15.66	26.93	25.059999	24.709999
36.34	123.669998	135.119995	21.73	34.360001	28.440001	15.64	26.9	25.059999	24.75
36.07	124.230003	135.429993	21.709999	34.119999	28.049999	15.62	26.809999	25.01	24.450001
36.07	123.32	134	21.66	34	28.059999	15.59	26.799999	24.940001	24.18
36.240002	123.739998	134.520004	21.629999	34.060001	28	15.59	26.799999	24.950001	24.24
36.16	123.040001	134.009995	21.49	33.849998	28.040001	15.59	26.82	24.98	24.299999
36.09	123.019997	134.059998	21.450001	33.66	27.99	15.62	26.83	25.02	24.33
36.34	123.269997	134.279999	21.51	34.200001	28.27	15.57	26.82	24.969999	24.32
36.279999	123.110001	134.179993	21.6	34.450001	28.17	15.6	26.82	25.040001	24.549999
36.439999	122.529999	133.520004	21.639999	34.720001	28.290001	15.57	26.870001	24.98	24.4
36.619999	123.769997	135.830002	21.74	35.110001	28.49	15.61	26.9	25.02	24.549999
36.369999	124.099998	136.399994	21.73	34.950001	28.42	15.64	26.940001	25.1	24.68
36.5	124.580002	137.399994	21.73	35.189999	28.559999	15.66	27	25.01	24.75
36.450001	125.339996	139.259995	21.77	35.189999	28.58	15.66	26.76	25.040001	24.709999
36.599998	125.300003	139	21.67	34.630001	28.530001	15.69	26.879999	25.08	24.969999
37.09	125.379997	139.119995	21.67	35	28.83	15.66	26.83	25.040001	24.92
37.240002	125.300003	138.419998	21.58	34.619999	28.84	15.64	26.83	24.969999	24.35
37.66	126.879997	140.789993	21.77	34.48	28.870001	15.63	26.85	24.98	24.4
36.990002	127.43	141.759995	21.709999	33.66	28.379999	15.63	26.950001	25.09	24.25
36.990002	128.289993	141.759995	21.610001	33.759998	28.299999	15.61	26.92	24.940001	23.879999
36.799999	127.860001	140.669998	21.530001	33.689999	28.16	15.62	26.940001	25	23.6
37.130001	127.760002	140.880005	21.540001	33.529999	28.35	15.67	26.98	25.02	23.299999
37.380001	126.779999	139.410004	21.67	33.75	28.48	15.68	26.959999	25	23.25
37.630001	126.230003	138.699997	21.790001	34.139999	28.68	15.68	26.950001	25	23.43
37.73	127.190002	139.429993	21.780001	34.369999	28.74	15.7	26.959999	24.959999	23.190001
37.830002	127.550003	139.380005	21.83	34.130001	28.780001	15.69	26.950001	24.98	23.139999
37.689999	127.419998	139	21.85	34.369999	28.809999	15.7	26.9	25.040001	23.76
37.34	127.139999	138.710007	21.700001	33.990002	28.5	15.69	26.959999	25.030001	23.49
38.02	127.160004	139.369995	21.73	34.389999	28.77	15.74	26.98	25.040001	23.5
38.209999	126.089996	137.679993	21.860001	34.700001	29.110001	15.73	26.98	25.030001	23.799999
38.080002	127.379997	140.089996	21.860001	34.650002	29.049999	15.66	26.889999	24.92	23.91
37.939999	128.669998	141.990005	21.9	34.599998	28.9	15.6	26.84	24.889999	24.280001
37.740002	127.519997	139.270004	21.93	34.650002	28.799999	15.57	26.870001	24.92	24.25
37.700001	127.760002	139.600006	21.889999	34.900002	28.82	15.61	26.83	24.92	24.43
37.259998	128.110001	140.229996	21.799999	34.700001	28.690001	15.61	26.790001	24.969999	24.620001
37.119999	128.080002	139.889999	21.84	34.709999	28.42	15.57	26.450001	24.92	24.41
36.959999	128.100006	139.759995	21.83	34.720001	28.540001	15.58	26.530001	24.950001	24.540001
37.029999	128.070007	139.800003	21.969999	35.130001	28.559999	15.5	26.469999	24.860001	24.9
37.380001	128.550003	140.369995	22.07	35.59	28.84	15.53	26.459999	24.85	24.82
37.419998	127.889999	139.360001	22.120001	35.669998	28.99	15.51	26.469999	24.879999	24.9
37.41	129.059998	140.25	22.040001	35.75	28.959999	15.44	26.5	24.889999	24.799999
37.509998	129.309998	140.289993	21.99	35.790001	29	15.44	26.51	24.889999	24.59
37.709999	129.690002	140.759995	22.01	35.880001	29.120001	15.41	26.48	24.83	24.43
37.889999	130.240005	141.300003	21.889999	35.970001	29.200001	15.44	26.469999	24.799999	24.67
38.110001	130.839996	141.490005	21.959999	36.150002	29.360001	15.45	26.440001	24.83	24.74
38.189999	130.639999	141.339996	21.98	36.360001	29.52	15.45	26.4	24.799999	25.200001
38.380001	130.050003	141.149994	22.08	36.700001	29.5	15.44	26.5	24.959999	25.5
37.950001	131.880005	143.679993	21.98	36.049999	29.440001	15.44	26.450001	24.85	25.51
38.259998	132.289993	144.399994	22.01	36.580002	29.6	15.45	26.440001	24.809999	25.33
38.209999	131.369995	142.880005	21.950001	36.59	29.459999	15.43	26.440001	24.77	24.92
38.630001	132.279999	144.350006	22.059999	37.200001	29.82	15.41	26.450001	24.700001	25.1
38.75	131.630005	143.210007	22.030001	37.349998	29.82	15.42	26.459999	24.700001	24.91
38.810001	133.160004	145.240005	22.07	37.400002	29.84	15.44	26.49	24.73	25.379999
38.490002	133.820007	145.479996	21.969999	37.439999	29.77	15.42	26.459999	24.690001	25.84
38.610001	134.119995	145.779999	21.879999	37.43	29.709999	15.44	26.450001	24.790001	25.49
38.900002	133.729996	144.949997	21.9	37.779999	29.889999	15.44	26.41	24.74	25.459999
38.709999	133.649994	145.360001	21.719999	37.220001	29.65	15.39	26.4	24.709999	24.85
38.27	134.139999	145.820007	21.540001	36.75	29.42	15.37	26.389999	24.68	24.639999
38.209999	133.160004	145.110001	21.530001	36.939999	29.26	15.36	26.379999	24.67	24.719999
38.07	131.720001	143.630005	21.41	36.470001	29.299999	15.31	26.33	24.49	24.73
37.720001	131.429993	142.869995	21.059999	36.049999	29.030001	15.29	26.309999	24.48	24.049999
36.48	131.720001	143.539993	20.68	35.200001	28.639999	15.33	26.610001	24.559999	23.83
37.02	129.029999	140.429993	20.75	36	28.790001	15.29	26.469999	24.610001	23.25
37.099998	124.139999	135.149994	20.719999	35.169998	28.440001	15.27	26.41	24.530001	23
35.849998	125.410004	136.740005	20.34	34.139999	27.799999	15.25	26.379999	24.48	22.940001
36.279999	125.309998	136.770004	20.299999	34.619999	28	15.26	26.360001	24.4	22.35
36.810001	121.169998	133.089996	20.59	35.07	28.25	15.27	26.32	24.379999	23.200001
36.900002	122.589996	134.410004	20.540001	35.330002	28.16	15.28	26.32	24.4	23.040001
37.16	123.769997	135.619995	20.709999	35.82	28.459999	15.24	26.299999	24.32	24.1
37.52	124.110001	135.820007	20.83	36.389999	28.67	15.25	26.290001	24.34	24.1
37.779999	126.440002	138.509995	20.9	36.5	28.93	15.32	26.32	24.360001	23.68
37.830002	127.790001	139.570007	20.879999	36.400002	28.860001	15.29	26.290001	24.34	23.1
37.77	128.070007	140.410004	20.98	36.490002	28.959999	15.27	26.32	24.299999	23.129999
37.869999	127.129997	139.050003	20.98	36.599998	28.959999	15.3	26.35	24.299999	23.25
38.310001	126.849998	139.360001	21.139999	37.029999	29.17	15.35	26.389999	24.35	23.08
38.779999	126.709999	139.240005	21.26	37.43	29.440001	15.33	26.389999	24.370001	23.379999
38.630001	128.25	140.889999	21.200001	36.759998	29.17	15.3	26.35	24.309999	22.719999
38.389999	128.990005	141.979996	20.93	36.43	28.93	15.34	26.42	24.35	22.59
37.810001	127.190002	139.960007	20.82	36.389999	28.6	15.39	26.43	24.290001	22.59
38.240002	125.580002	137.289993	20.84	36.700001	28.83	15.37	26.42	24.299999	22.889999
38.950001	125.239998	136.740005	21.049999	37.049999	29.25	15.35	26.41	24.290001	22.99
38.700001	126.57	138.949997	21.040001	36.889999	29.24	15.33	26.379999	24.309999	23.41
38.75	127.860001	140.240005	20.950001	36.889999	29.219999	15.31	26.43	24.299999	22.950001
38.900002	129.059998	141.559998	21.040001	36.889999	29.25	15.3	26.440001	24.32	22.790001
39.349998	129.449997	142.630005	21.08	37.349998	29.360001	15.27	26.440001	24.290001	22.84
39.380001	129.149994	142.289993	21.129999	37.549999	29.469999	15.29	26.450001	24.299999	23.16
39.560001	131.419998	144.669998	21.190001	37.59	29.459999	15.34	26.459999	24.32	23.209999
39.240002	131.529999	145.330002	21.209999	37.540001	29.52	15.39	26.52	24.370001	23.190001
39.560001	130.820007	144.830002	21.24	37.700001	29.82	15.43	26.530001	24.360001	22.91
39.740002	130.100006	143.919998	21.290001	37.700001	29.85	15.44	26.549999	24.33	22.870001
39.099998	129.630005	143.410004	21.139999	37.240002	29.4	15.43	26.540001	24.33	22.91
39.209999	130.440002	144.479996	21.17	37.639999	29.6	15.39	26.530001	24.290001	22.76
38.599998	129.360001	143.259995	21.280001	37.290001	29.23	15.34	26.51	24.280001	23.209999
37.709999	129.399994	143.160004	20.870001	36.16	28.73	15.42	26.605	24.34	23.049999
36.759998	129.960007	143.949997	20.639999	35.509998	28.25	15.4	26.610001	24.35	23.549999
37.709999	126.5	140.800003	20.74	36.450001	28.75	15.34	26.610001	24.309999	23.719999
36.990002	124.059998	137.850006	20.48	36.029999	28.450001	15.39	26.639999	24.42	23.530001
37	126.57	140.779999	20.450001	35.869999	28.879999	15.41	26.65	24.41	23.1
37.419998	124.650002	138.440002	20.73	36.41	28.99	15.47	26.66	24.469999	23.4
36.650002	124.949997	138.75	20.51	35.93	28.43	15.42	26.65	24.379999	23.790001
36.779999	126.709999	140.119995	20.469999	35.98	28.6	15.37	26.67	24.360001	23.389999
37.119999	123.620003	136.869995	20.459999	36.02	28.67	15.33	26.67	24.370001	23.25
37.349998	125.32	138.899994	20.709999	36.040001	28.75	15.33	26.6	24.33	23.280001
36.580002	126.400002	140.589996	20.530001	35.450001	28.549999	15.35	26.66	24.389999	23.459999
36.5	127.309998	142.100006	20.559999	35.259998	28.67	15.34	26.620001	24.379999	23.42
36.82	124.809998	139.490005	20.59	35.59	28.76	15.34	26.639999	24.379999	23.6
36.52	124.830002	139.199997	20.58	35.540001	28.5	15.34	26.629999	24.379999	24.02
36.889999	126.879997	141.839996	20.610001	35.599998	28.68	15.28	26.610001	24.360001	23.77
36.830002	126.709999	142.029999	20.610001	35.279999	28.66	15.33	26.639999	24.360001	24.129999
37.029999	127.269997	142.800003	20.639999	35.209999	28.74	15.3	26.629999	24.360001	24.040001
37.389999	126.82	142.270004	20.719999	35.189999	28.76	15.34	26.639999	24.360001	24.139999
37.610001	128.119995	143.869995	20.959999	35.639999	29.1	15.3	26.65	24.299999	24.4
37.48	129.149994	145.350006	20.85	35.549999	29.030001	15.28	26.58	24.23	24.32
37.439999	129.509995	145.710007	20.9	35.389999	29.139999	15.27	26.559999	24.16	24.27
37.73	128.970001	144.610001	20.98	35.41	29.27	15.25	26.530001	24.16	24.129999
37.139999	128.039993	143.660004	20.9	35.139999	29.120001	15.24	26.549999	24.110001	24.129999
37.18	128.029999	143.710007	20.940001	34.990002	29.17	15.23	26.5	24.059999	24.09
37.77	127.120003	143.039993	21.120001	35.459999	29.440001	15.2	26.559999	24.139999	24.120001
37.790001	127.18	142.619995	21.16	35.509998	29.34	15.23	26.610001	24.17	23.610001
37.400002	127.639999	143.119995	21.09	35.27	29.25	15.27	26.58	24.184999	23.129999
37.529999	127.5	142.830002	21.1	35.130001	29.17	15.19	26.58	24.09	23.26
37.369999	126.160004	141.589996	21.110001	34.939999	29.24	15.2	26.559999	24.1	23.6
37.16	126.720001	142.139999	21.1	34.779999	29.209999	15.22	26.610001	24.110001	23.450001
37.709999	126.389999	142.410004	21.25	34.959999	29.34	15.24	26.58	24.135	23.5
37.889999	126.190002	141.490005	21.35	34.950001	29.42	15.24	26.620001	24.129999	23.6
38.060001	127.879997	143.279999	21.4	35.299999	29.559999	15.23	26.559999	24.1	23.68
38.150002	128.589996	144.360001	21.459999	35.080002	29.379999	15.2	26.57	24.049999	23.719999
38.240002	128.970001	145.679993	21.57	35.52	29.33	15.21	26.57	24.120001	24
38.400002	129.660004	146.490005	21.6	35.459999	29.51	15.23	26.58	24.129999	24
38.470001	130.679993	147.270004	21.74	35.59	29.58	15.19	26.530001	24.110001	23.950001
38.34	130.679993	147.460007	21.77	35.099998	29.459999	15.12	26.48	23.98	23.549999
38.299999	130.520004	146.869995	21.790001	35.400002	29.389999	15.11	26.475	23.99	23.440001
38.34	130.160004	146.809998	21.84	34.919998	29.42	15.1	26.450001	23.959999	23.379999
38.490002	131.020004	148.580002	21.860001	34.84	29.51	15.17	26.41	24.030001	23.59
38.459999	131.399994	149.660004	21.85	35	29.459999	15.15	26.450001	24.030001	23.459999
38.529999	131.210007	149.940002	21.82	34.889999	29.27	15.18	26.5	24.1	23.6
38.75	132.440002	151.279999	21.809999	34.93	29.290001	15.22	26.51	24.16	23.969999
38.880001	131.490005	150.020004	21.75	35.25	29.309999	15.27	26.530001	24.205	23.790001
39	131.539993	150.199997	21.66	35.369999	29.15	15.3	26.860001	24.51	23.620001
38.610001	131.710007	150.210007	21.559999	34.580002	28.809999	15.36	26.459999	24.370001	23.860001
38.650002	131.399994	150.130005	21.719999	34.509998	28.940001	15.3	26.459999	24.290001	23.75
38.669998	130.880005	150.110001	21.75	34.810001	28.99	15.33	26.52	24.299999	23.76
39.040001	132.860001	152.330002	21.74	35.139999	29.23	15.33	26.495001	24.190001	23.790001
39.130001	131.399994	150.740005	21.74	35.450001	29.23	15.32	26.48	24.139999	23.66
39.310001	132.190002	151.759995	22.02	35.279999	29.33	15.34	26.469999	24.16	23.860001
39.560001	132.850006	153.300003	21.9	35.689999	29.549999	15.29	26.33	24.09	23.709999
39.650002	133.25	154.559998	21.92	35.220001	29.51	15.3	26.35	24.139999	23.809999
39.599998	134.339996	155.419998	21.93	35.110001	29.370001	15.29	26.34	24.120001	23.690001
39.880001	134.380005	154.899994	22.030001	35.169998	29.66	15.29	26.33	24.1	23.92
39.98	135.160004	155.380005	22.059999	35.240002	29.530001	15.29	26.370001	24.1	23.959999
39.77	135.179993	155.75	22.030001	34.880001	29.51	15.28	26.379999	24.049999	23.98
40.16	135.380005	155.869995	22.129999	34.990002	29.67	15.34	26.459999	24.1	24.120001
40.41	134.520004	155.029999	22.129999	35.049999	29.67	15.38	26.540001	24.139999	23.809999
40.349998	134.830002	155.539993	22.200001	34.650002	29.5	15.41	26.52	24.120001	23.780001
40.439999	134.509995	155.509995	22.110001	34.509998	29.34	15.45	26.610001	24.17	23.85
40.650002	134.800003	156.5	22.26	34.709999	29.48	15.44	26.620001	24.120001	23.58
40.34	134.570007	156.399994	22.139999	34.119999	29.23	15.46	26.639999	24.139999	23.5
40.389999	135.300003	157.550003	22.299999	34.16	29.200001	15.45	26.620001	24.139999	23.91
39.880001	134.320007	155.979996	21.959999	33.77	28.84	15.5	26.6	24.139999	23.73
39.959999	134.419998	155.949997	22.15	33.689999	28.91	15.47	26.59	24.17	23.75
39.68	132.5	153.470001	21.870001	33.09	28.73	15.47	26.639999	24.23	23.780001
39.580002	132.710007	154.619995	21.809999	33.110001	28.639999	15.41	26.57	24.219999	23.610001
39.299999	131.270004	152.330002	21.940001	33.349998	28.51	15.43	26.639999	24.219999	23.950001
39.099998	131.339996	152.690002	21.93	33.02	28.32	15.41	26.91	24.459999	24.18
39.25	131.539993	152.350006	22	33.200001	28.42	15.41	26.709999	24.6	24.190001
39.490002	131.550003	153.779999	21.940001	32.950001	28.49	15.41	26.68	24.219999	24.5
39.75	131.839996	154.089996	22.08	33.310001	28.610001	15.44	26.67	24.25	24.370001
40.169998	132.990005	156	22.200001	33.950001	28.879999	15.4	26.68	24.219999	24.33
40.290001	134.039993	157.289993	22.34	33.869999	28.870001	15.41	26.65	24.200001	24.120001
40.299999	135.339996	158.339996	22.18	33.509998	28.639999	15.42	26.690001	24.219999	23.74
40.470001	135.369995	157.580002	22.35	33.849998	28.700001	15.4	26.68	24.26	23.940001
40.540001	134.169998	156.339996	22.35	33.84	28.77	15.42	26.700001	24.26	23.690001
40.439999	134.509995	156.809998	22.26	33.619999	28.73	15.42	26.690001	24.219999	23.68
40.759998	134.490005	156.660004	22.290001	34.02	28.91	15.44	26.709999	24.219999	23.799999
40.779999	133.830002	155.979996	22.24	33.939999	28.870001	15.43	26.719999	24.200001	23.799999
40.900002	134.460007	156.970001	22.33	33.810001	28.93	15.45	26.73	24.25	23.92
40.439999	134.880005	157.550003	22.18	33.869999	28.809999	15.4	26.709999	24.18	23.65
40.650002	135.429993	158.649994	22.16	33.84	28.879999	15.34	26.610001	24.129999	23.33
40.77	134.649994	158.179993	22.120001	34.349998	29.02	15.35	26.620001	24.17	23.52
40.75	134.630005	158.210007	22.17	34.59	29	15.31	26.639999	24.16	23.540001
40.810001	133.660004	156.789993	22.219999	34.310001	28.93	15.3	26.59	24.110001	23.200001
40.490002	133.990005	156.960007	22.139999	34.360001	28.940001	15.24	26.620001	24.139999	23.040001
40.18	134.690002	158.779999	22.08	34.23	28.92	15.25	26.58	24.115	22.85
40.330002	133.149994	156.080002	22.18	34.330002	28.860001	15.23	26.6	24.139999	23.01
40.23	132.529999	155.300003	22.110001	34.040001	28.790001	15.21	26.549999	24.059999	22.9
40.470001	133.759995	157.130005	22.17	33.689999	28.610001	15.21	26.5	24.08	22.84
40.57	133.410004	157.020004	22.200001	33.810001	28.52	15.23	26.530001	24.120001	23
41.060001	134.5	158.449997	22.01	34.040001	28.74	15.2	26.540001	24.1	22.48
40.93	134.860001	157.940002	22.049999	33.900002	28.620001	15.21	26.549999	24.1	22.42
40.939999	135.470001	158.970001	22.17	33.91	28.629999	15.25	26.59	24.139999	22.620001
40.93	135.839996	159.229996	22.07	33.439999	28.32	15.27	26.629999	24.195	22.440001
40.82	135.490005	159.179993	21.98	32.970001	28.09	15.27	26.6	24.200001	21.84
40.880001	135.380005	159.339996	22.08	32.939999	28.030001	15.25	26.610001	24.18	21.559999
40.75	134.639999	159.220001	21.85	32.130001	27.82	15.3	26.620001	24.215	20.299999
41.169998	133.860001	158.270004	21.93	32.41	28.02	15.31	26.610001	24.219999	19.799999
41	135.139999	160.25	22.08	32.48	27.98	15.31	26.620001	24.24	20.33
41.07	133.880005	158.429993	22.09	32.560001	28.08	15.32	26.639999	24.27	20.43
41.130001	134.970001	159.809998	22.059999	32.889999	28.24	15.33	26.639999	24.26	20.34
40.950001	135.690002	160.880005	22.120001	32.990002	28.209999	15.32	26.629999	24.280001	20.6
41.130001	136.220001	161.289993	22.110001	32.689999	28.209999	15.33	26.629999	24.275	20.059999
41.25	137.350006	163.279999	22.120001	33.060001	28.299999	15.33	26.6	24.280001	20.639999
41.330002	137.300003	163.550003	22.26	33.389999	28.549999	15.29	26.58	24.26	20.82
41.25	136.820007	163.119995	22.129999	33.18	28.389999	15.27	26.58	24.219999	20.379999
41.419998	137.350006	163.610001	22.18	33.299999	28.530001	15.23	26.58	24.219999	20.450001
41.48	137.979996	163.910004	22.16	32.580002	28.41	15.26	26.59	24.23	20.049999
41.740002	138	163.869995	22.040001	32.970001	28.43	15.34	26.6	24.23	20.049999
42.040001	138.419998	164.160004	21.9	32.540001	28.48	15.32	26.59	24.139999	19.57
41.950001	137.669998	163.800003	21.870001	32.189999	28.190001	15.31	26.58	24.15	19.27
41.709999	138.080002	164.630005	21.799999	32.099998	28.059999	15.31	26.6	24.18	19.299999
41.73	137.699997	163.919998	21.799999	32.080002	27.91	15.27	26.57	24.1	19.440001
41.75	137.679993	163.800003	21.77	31.66	28.02	15.27	26.59	24.110001	19.110001
41.73	137.210007	162.589996	21.809999	31.57	27.950001	15.24	26.559999	24.07	19.08
41.400002	136.929993	161.899994	21.76	31.51	27.77	15.22	26.57	24.09	19.719999
41.639999	137.190002	162.330002	21.690001	31.9	28	15.23	26.57	24.1	19.559999
41.77	137.389999	162.399994	21.719999	31.940001	28.07	15.21	26.540001	24.059999	19.5
41.490002	137.570007	161.899994	21.809999	31.65	28.110001	15.23	26.540001	24.040001	19.76
41.59	137.830002	161.860001	21.959999	31.799999	28.34	15.19	26.540001	24	19.809999
41.450001	138.320007	163.039993	21.91	32.080002	28.290001	15.15	26.49	23.969999	20.18
41.720001	136.990005	161.350006	21.99	32.32	28.58	15.14	26.5	23.99	20.139999
41.709999	137.679993	161.770004	22	32.48	28.6	15.15	26.51	23.99	19.959999
41.689999	137.229996	160.710007	22	32.139999	28.530001	15.12	26.469999	23.98	20.25
41.650002	138.210007	162.119995	21.969999	32.330002	28.75	15.1	26.440001	23.950001	20.299999
41.540001	137.800003	161.210007	21.76	32.16	28.73	15.11	26.5	24.030001	19.959999
41.790001	137.320007	160.149994	21.870001	32.349998	28.68	15.14	26.52	24.02	19.940001
41.380001	137.169998	160.25	21.690001	31.84	28.190001	15.14	26.48	24.030001	20
41.16	135.380005	158.839996	21.709999	31.610001	27.940001	15.06	26.43	23.93	19.959999
41.209999	135.490005	158.919998	21.610001	31.33	27.82	15.1	26.459999	23.98	20.469999
41.32	135.940002	159.520004	21.68	31.17	27.879999	15.04	26.4	23.860001	20.15
41.220001	134.940002	157.229996	21.6	30.610001	27.65	15.01	26.33	23.799999	20.030001
41.040001	134.399994	155.539993	21.530001	30.5	27.5	14.96	26.290001	23.719999	20.040001
41	134.899994	156.960007	21.41	30.49	27.34	14.98	26.309999	23.77	19.84
39.990002	133.410004	155.050003	20.959999	29.860001	26.84	14.99	26.280001	23.74	20.1
